source_row_id,source_part,software,source_native_tool,atomic_tool_function,source_operation_family,family_id,family_cn,macro_group,interaction_mode,mapping_basis,official_source_id,official_source_url,mapping_confidence,ambiguity_note,original_geometry_level,original_geometry_effect,original_operation_semantics
S119,2,Blender,曲线倒角 / Skin,Skin,扫掠 / 放样 / 蒙皮,F28,多截面放样与蒙皮,截面生成,Operator/parameter,在多个截面或骨架之间插值连接；主要效果：形成连续表面,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S120,1,Maya,扫掠网格 / 放样,扫掠网格,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,M06,https://help.autodesk.com/cloudhelp/2025/ENU/Maya-Modeling/files/GUID-1E33DECF-6D99-4B18-A5C7-403BCFF5E023.htm,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S120,2,Maya,扫掠网格 / 放样,放样,扫掠 / 放样 / 蒙皮,F28,多截面放样与蒙皮,截面生成,Operator/parameter,在多个截面或骨架之间插值连接；主要效果：形成连续表面,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S121,1,3ds Max,扫掠 / 放样,扫掠,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S121,2,3ds Max,扫掠 / 放样,放样,扫掠 / 放样 / 蒙皮,F28,多截面放样与蒙皮,截面生成,Operator/parameter,在多个截面或骨架之间插值连接；主要效果：形成连续表面,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S122,1,Cinema 4D,扫掠 / 放样,扫掠,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S122,2,Cinema 4D,扫掠 / 放样,放样,扫掠 / 放样 / 蒙皮,F28,多截面放样与蒙皮,截面生成,Operator/parameter,在多个截面或骨架之间插值连接；主要效果：形成连续表面,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S123,1,ZBrush,CurveTube,CurveTube,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S124,1,Nomad Sculpt,沿路径生成管,沿路径生成管,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,N01,https://nomadsculpt.com/manual/tools,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S125,1,Houdini,Sweep/Skin,Sweep,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S125,2,Houdini,Sweep/Skin,Skin,扫掠 / 放样 / 蒙皮,F28,多截面放样与蒙皮,截面生成,Operator/parameter,在多个截面或骨架之间插值连接；主要效果：形成连续表面,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
S126,1,Blender,收缩包裹,收缩包裹,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,B03,https://docs.blender.org/manual/en/2.83/modeling/modifiers/index.html,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S127,1,Maya,ShrinkWrap / Quad Draw Live,ShrinkWrap,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S127,2,Maya,ShrinkWrap / Quad Draw Live,Quad Draw Live,投射 / 贴合 / 收缩包裹,F18,重拓扑与四边形化,重建与分辨率,Operator/parameter,依据表面与流向重建面布局；主要效果：生成更适合编辑/动画的拓扑,M04,https://help.autodesk.com/cloudhelp/2025/ENU/Maya-Basics/files/GUID-EBF1E652-4DDD-423F-B42E-3BF85AE46A5D.htm,High,Live Surface 是手动重拓扑的贴附条件，主要结果是新拓扑。,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S128,1,3ds Max,贴合,贴合,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S129,1,Cinema 4D,收缩包裹,收缩包裹,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S130,1,ZBrush,Project All,Project All,投射 / 贴合 / 收缩包裹,F30,几何细节投射与转移,贴合与传递,Operator/parameter,把源表面细节采样到另一网格；主要效果：在新拓扑上恢复几何细节,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S131,1,Nomad Sculpt,投射 / 吸附,投射,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,N01,https://nomadsculpt.com/manual/tools,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S131,2,Nomad Sculpt,投射 / 吸附,吸附,投射 / 贴合 / 收缩包裹,F04,吸附与轴向约束放置,变换与布局,Direct manipulation,将变换限制到网格、点、曲线或轴；主要效果：提高放置精度,N01,https://nomadsculpt.com/manual/tools,Medium,源表将“吸附”与投射并列，具体对象级/组件级模式需专家确认。,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S132,1,Houdini,Ray/Shrinkwrap,Ray/Shrinkwrap,投射 / 贴合 / 收缩包裹,F29,表面贴合与收缩包裹,贴合与传递,Operator/parameter,沿最近点、射线或投射方向移动点到目标表面；主要效果：使整体/局部几何贴合目标,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,表面 / 网格 / 目标,让几何贴合目标表面、导向或投射方向。,拖拽
S133,1,Blender,抓取 / 弹性变形,抓取 / 弹性变形,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S134,1,Maya,雕刻移动,雕刻移动,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,M02,https://help.autodesk.com/cloudhelp/2022/ENU/Maya-Modeling/files/GUID-820F611F-3380-4D33-AC69-EEC62A59109B.htm,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S135,1,ZBrush,Move/SnakeHook,Move/SnakeHook,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S136,1,Nomad Sculpt,移动 / 拖拽,移动 / 拖拽,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S137,1,Cinema 4D,雕刻拉动 / 抓取,雕刻拉动 / 抓取,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,C04,https://help.maxon.net/c4d/en-us/Content/html/TOOLSCULPTBRUSHFLATTEN-MDATA_SCULPTBRUSH_SETTINGS_GROUP.html,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S138,1,Houdini,Sculpt/Edit,Sculpt/Edit,雕刻抓取 / 移动,F31,雕刻抓取与牵拉,雕刻形态,Brush/stroke,以笔刷中心和衰减场直接位移表面；主要效果：拖动、抓取或延展局部轮廓,H06,https://www.sidefx.com/docs/houdini/nodes/sop/sculpt.html,High,,笔刷区域 / 表面,用笔刷衰减拉动或推动局部表面。,拖拽
S139,1,Blender,黏土 / 黏土条,黏土 / 黏土条,雕刻黏土 / 堆体积,F32,雕刻堆积与挖除,雕刻形态,Brush/stroke,沿笔刷轨迹增加或移除体量；主要效果：塑造凸起、凹陷和块面,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 体积,像黏土一样通过笔触添加或削减体积。,人手的操作，类似于绘画
S140,1,ZBrush,ClayBuildup/Standard,ClayBuildup/Standard,雕刻黏土 / 堆体积,F32,雕刻堆积与挖除,雕刻形态,Brush/stroke,沿笔刷轨迹增加或移除体量；主要效果：塑造凸起、凹陷和块面,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 体积,像黏土一样通过笔触添加或削减体积。,人手的操作，类似于绘画
S141,1,Nomad Sculpt,黏土 / 堆叠,黏土 / 堆叠,雕刻黏土 / 堆体积,F32,雕刻堆积与挖除,雕刻形态,Brush/stroke,沿笔刷轨迹增加或移除体量；主要效果：塑造凸起、凹陷和块面,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 体积,像黏土一样通过笔触添加或削减体积。,人手的操作，类似于绘画
S142,1,Cinema 4D,Wax/Pull,Wax/Pull,雕刻黏土 / 堆体积,F32,雕刻堆积与挖除,雕刻形态,Brush/stroke,沿笔刷轨迹增加或移除体量；主要效果：塑造凸起、凹陷和块面,C04,https://help.maxon.net/c4d/en-us/Content/html/TOOLSCULPTBRUSHFLATTEN-MDATA_SCULPTBRUSH_SETTINGS_GROUP.html,High,,笔刷区域 / 体积,像黏土一样通过笔触添加或削减体积。,人手的操作，类似于绘画
S143,1,Houdini,Curve Clay/Sculpt,Curve Clay/Sculpt,雕刻黏土 / 堆体积,F32,雕刻堆积与挖除,雕刻形态,Brush/stroke,沿笔刷轨迹增加或移除体量；主要效果：塑造凸起、凹陷和块面,H06,https://www.sidefx.com/docs/houdini/nodes/sop/sculpt.html,High,,笔刷区域 / 体积,像黏土一样通过笔触添加或削减体积。,人手的操作，类似于绘画
S144,1,Blender,平滑 / 压平 / 放松,平滑/放松,雕刻平滑 / 压平 / 放松,F33,交互式局部平滑与放松,雕刻形态,Brush/stroke,在笔刷影响域内平均或放松顶点；主要效果：消除局部噪声并保留/弱化形状,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S144,2,Blender,平滑 / 压平 / 放松,压平,雕刻平滑 / 压平 / 放松,F34,交互式压平刮削与抛光,雕刻形态,Brush/stroke,把局部点投到估计平面或削平峰值；主要效果：形成平面、硬边或抛光表面,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S145,1,ZBrush,Smooth/TrimDynamic/HPolish,Smooth,雕刻平滑 / 压平 / 放松,F33,交互式局部平滑与放松,雕刻形态,Brush/stroke,在笔刷影响域内平均或放松顶点；主要效果：消除局部噪声并保留/弱化形状,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S145,2,ZBrush,Smooth/TrimDynamic/HPolish,TrimDynamic/HPolish,雕刻平滑 / 压平 / 放松,F34,交互式压平刮削与抛光,雕刻形态,Brush/stroke,把局部点投到估计平面或削平峰值；主要效果：形成平面、硬边或抛光表面,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S146,1,Nomad Sculpt,平滑 / 压平 / 抛光,平滑,雕刻平滑 / 压平 / 放松,F33,交互式局部平滑与放松,雕刻形态,Brush/stroke,在笔刷影响域内平均或放松顶点；主要效果：消除局部噪声并保留/弱化形状,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S146,2,Nomad Sculpt,平滑 / 压平 / 抛光,压平/抛光,雕刻平滑 / 压平 / 放松,F34,交互式压平刮削与抛光,雕刻形态,Brush/stroke,把局部点投到估计平面或削平峰值；主要效果：形成平面、硬边或抛光表面,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S147,1,Cinema 4D,平滑 / 压平,平滑,雕刻平滑 / 压平 / 放松,F33,交互式局部平滑与放松,雕刻形态,Brush/stroke,在笔刷影响域内平均或放松顶点；主要效果：消除局部噪声并保留/弱化形状,C04,https://help.maxon.net/c4d/en-us/Content/html/TOOLSCULPTBRUSHFLATTEN-MDATA_SCULPTBRUSH_SETTINGS_GROUP.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S147,2,Cinema 4D,平滑 / 压平,压平,雕刻平滑 / 压平 / 放松,F34,交互式压平刮削与抛光,雕刻形态,Brush/stroke,把局部点投到估计平面或削平峰值；主要效果：形成平面、硬边或抛光表面,C04,https://help.maxon.net/c4d/en-us/Content/html/TOOLSCULPTBRUSHFLATTEN-MDATA_SCULPTBRUSH_SETTINGS_GROUP.html,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S148,1,Houdini,Smooth/Sculpt,Smooth SOP,雕刻平滑 / 压平 / 放松,F41,算子式表面平滑与放松,重建与分辨率,Operator/parameter,由一次性算子或节点对选区迭代平均；主要效果：整体或选区平滑,H05,https://www.sidefx.com/docs/houdini/nodes/sop/smooth,High,,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S148,2,Houdini,Smooth/Sculpt,Sculpt 平滑,雕刻平滑 / 压平 / 放松,F33,交互式局部平滑与放松,雕刻形态,Brush/stroke,在笔刷影响域内平均或放松顶点；主要效果：消除局部噪声并保留/弱化形状,H06,https://www.sidefx.com/docs/houdini/nodes/sop/sculpt.html,Medium,源表未写出具体 Sculpt brush；作为交互式局部平滑候选保留。,笔刷区域 / 表面,减少凹凸、压平平面或放松不规则网格。,不同的雕刻笔刷，可能新界面还是需要保留
S149,1,Blender,膨胀 / 收紧 / 刻痕,膨胀,雕刻膨胀 / 收紧 / 刻痕,F35,法向膨胀与收缩,雕刻形态,Brush/stroke,沿表面法线正向或反向位移；主要效果：局部鼓起或收缩,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S149,2,Blender,膨胀 / 收紧 / 刻痕,收紧/刻痕,雕刻膨胀 / 收紧 / 刻痕,F36,收紧刻痕与褶皱强化,雕刻形态,Brush/stroke,把邻近点向笔刷中心线收拢并可压入；主要效果：锐化边、刻痕或褶皱,B05,https://docs.blender.org/manual/en/4.2/sculpt_paint/sculpting/introduction/brush.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S150,1,ZBrush,Inflate/Pinch/DamStandard,Inflate,雕刻膨胀 / 收紧 / 刻痕,F35,法向膨胀与收缩,雕刻形态,Brush/stroke,沿表面法线正向或反向位移；主要效果：局部鼓起或收缩,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S150,2,ZBrush,Inflate/Pinch/DamStandard,Pinch/DamStandard,雕刻膨胀 / 收紧 / 刻痕,F36,收紧刻痕与褶皱强化,雕刻形态,Brush/stroke,把邻近点向笔刷中心线收拢并可压入；主要效果：锐化边、刻痕或褶皱,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S151,1,Nomad Sculpt,膨胀 / 收紧 / 刻痕,膨胀,雕刻膨胀 / 收紧 / 刻痕,F35,法向膨胀与收缩,雕刻形态,Brush/stroke,沿表面法线正向或反向位移；主要效果：局部鼓起或收缩,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S151,2,Nomad Sculpt,膨胀 / 收紧 / 刻痕,收紧/刻痕,雕刻膨胀 / 收紧 / 刻痕,F36,收紧刻痕与褶皱强化,雕刻形态,Brush/stroke,把邻近点向笔刷中心线收拢并可压入；主要效果：锐化边、刻痕或褶皱,N01,https://nomadsculpt.com/manual/tools,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S152,1,Cinema 4D,膨胀 / 收紧,膨胀,雕刻膨胀 / 收紧 / 刻痕,F35,法向膨胀与收缩,雕刻形态,Brush/stroke,沿表面法线正向或反向位移；主要效果：局部鼓起或收缩,C05,https://help.maxon.net/c4d/2026/en-us/Content/html/TOOLSCULPTBRUSHINFLATE.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S152,2,Cinema 4D,膨胀 / 收紧,收紧,雕刻膨胀 / 收紧 / 刻痕,F36,收紧刻痕与褶皱强化,雕刻形态,Brush/stroke,把邻近点向笔刷中心线收拢并可压入；主要效果：锐化边、刻痕或褶皱,C04,https://help.maxon.net/c4d/en-us/Content/html/TOOLSCULPTBRUSHFLATTEN-MDATA_SCULPTBRUSH_SETTINGS_GROUP.html,High,,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S153,1,Houdini,Sculpt/Paint,Sculpt/Paint（膨胀候选）,雕刻膨胀 / 收紧 / 刻痕,F35,法向膨胀与收缩,雕刻形态,Brush/stroke,沿表面法线正向或反向位移；主要效果：局部鼓起或收缩,H06,https://www.sidefx.com/docs/houdini/nodes/sop/sculpt.html,Low,源表名称过于宽泛，官方文档未把该条目明确限定为 Inflate。,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S153,2,Houdini,Sculpt/Paint,Sculpt/Paint（收紧候选）,雕刻膨胀 / 收紧 / 刻痕,F36,收紧刻痕与褶皱强化,雕刻形态,Brush/stroke,把邻近点向笔刷中心线收拢并可压入；主要效果：锐化边、刻痕或褶皱,H06,https://www.sidefx.com/docs/houdini/nodes/sop/sculpt.html,Low,源表名称过于宽泛，需核对实际 brush mode。,笔刷区域 / 细节,让局部膨胀、夹紧，或刻出锐利褶皱/沟槽。,也算是直觉型操作
S154,1,Blender,遮罩笔刷 / 面集,遮罩笔刷,遮罩 / 隐藏 / 保护区域 / 权重绘制,F37,遮罩与权重影响场,作用域与组织,Brush/stroke,建立连续或离散权重以限制后续操作；主要效果：保护区域或调节影响强度,B06,https://docs.blender.org/manual/en/3.2/sculpt_paint/sculpting/tools/mask.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S154,2,Blender,遮罩笔刷 / 面集,面集,遮罩 / 隐藏 / 保护区域 / 权重绘制,F38,组件分组与区域选择定义,作用域与组织,Selection/control,记录离散选择、面集或多边形组；主要效果：界定后续操作范围,B06,https://docs.blender.org/manual/en/3.2/sculpt_paint/sculpting/tools/mask.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S155,1,Maya,绘制选择,绘制选择,遮罩 / 隐藏 / 保护区域 / 权重绘制,F38,组件分组与区域选择定义,作用域与组织,Selection/control,记录离散选择、面集或多边形组；主要效果：界定后续操作范围,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S156,1,ZBrush,MaskPen/PolyGroups,MaskPen,遮罩 / 隐藏 / 保护区域 / 权重绘制,F37,遮罩与权重影响场,作用域与组织,Brush/stroke,建立连续或离散权重以限制后续操作；主要效果：保护区域或调节影响强度,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S156,2,ZBrush,MaskPen/PolyGroups,PolyGroups,遮罩 / 隐藏 / 保护区域 / 权重绘制,F38,组件分组与区域选择定义,作用域与组织,Selection/control,记录离散选择、面集或多边形组；主要效果：界定后续操作范围,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S157,1,Nomad Sculpt,遮罩 / 隐藏 / 分离,遮罩,遮罩 / 隐藏 / 保护区域 / 权重绘制,F37,遮罩与权重影响场,作用域与组织,Brush/stroke,建立连续或离散权重以限制后续操作；主要效果：保护区域或调节影响强度,N01,https://nomadsculpt.com/manual/tools,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S157,2,Nomad Sculpt,遮罩 / 隐藏 / 分离,隐藏,遮罩 / 隐藏 / 保护区域 / 权重绘制,F39,可见性与隔离,作用域与组织,Selection/control,切换显示状态而不删除几何；主要效果：隐藏或隔离编辑区域,N01,https://nomadsculpt.com/manual/tools,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S157,3,Nomad Sculpt,遮罩 / 隐藏 / 分离,分离,遮罩 / 隐藏 / 保护区域 / 权重绘制,F40,对象与组件分离,作用域与组织,Selection/control,把选中部分拆分为独立对象；主要效果：分离对象边界或编辑单元,N04,https://nomadsculpt.com/manual/scene,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S158,1,Cinema 4D,冻结遮罩,冻结遮罩,遮罩 / 隐藏 / 保护区域 / 权重绘制,F37,遮罩与权重影响场,作用域与组织,Brush/stroke,建立连续或离散权重以限制后续操作；主要效果：保护区域或调节影响强度,C06,https://help.maxon.net/c4d/en-us/Content/html/49926.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S159,1,Houdini,Group/Paint/Visibility,Group/Paint,遮罩 / 隐藏 / 保护区域 / 权重绘制,F38,组件分组与区域选择定义,作用域与组织,Selection/control,记录离散选择、面集或多边形组；主要效果：界定后续操作范围,H07,https://www.sidefx.com/docs/houdini/nodes/sop/grouppaint.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
S159,2,Houdini,Group/Paint/Visibility,Visibility,遮罩 / 隐藏 / 保护区域 / 权重绘制,F39,可见性与隔离,作用域与组织,Selection/control,切换显示状态而不删除几何；主要效果：隐藏或隔离编辑区域,H08,https://www.sidefx.com/docs/houdini/nodes/sop/visibility.html,High,,区域选择 / 表面,保护、隔离、隐藏、抽取或限制某些区域受影响。,
